GO	kazan5500_2015_05_26_1_L01_1HP	kazan5500_2015_05_26_1_L01_2HP	kazan5500_2015_05_26_1_L01_3HP	kazan5500_2015_05_26_1_L01_4HP	kazan5500_2015_05_26_1_L01_5HP	kazan5500_2015_05_26_1_L01_6HP	kazan5500_2015_05_26_1_L01_8HP	kazan5500_2015_05_26_1_L02_10HP	kazan5500_2015_05_26_1_L02_11HP	kazan5500_2015_05_26_1_L02_12HP	kazan5500_2015_05_26_1_L02_14HP	kazan5500_2015_05_26_1_L02_15HP	kazan5500_2015_05_26_1_L02_16HP	kazan5500_2015_05_26_1_L02_9HP	kazan5500_2015_05_26_1_L03_17HP	kazan5500_2015_05_26_1_L03_19HP	kazan5500_2015_05_26_1_L03_20HP	kazan5500_2015_05_26_1_L03_21HP	kazan5500_2015_05_26_1_L03_22HP	kazan5500_2015_05_26_1_L03_23HP	kazan5500_2015_05_26_1_L03_24HP	kazan5500_2015_05_26_1_L04_25HP	kazan5500_2015_05_26_1_L04_26HP	kazan5500_2015_05_26_1_L04_27HP	kazan5500_2015_05_26_1_L04_28HP	kazan5500_2015_05_26_1_L04_29HP	kazan5500_2015_05_26_1_L04_30HP	kazan5500_2015_05_26_1_L04_31HP	kazan5500_2015_05_26_1_L05_32HP	kazan5500_2015_05_26_1_L05_33HP	kazan5500_2015_05_26_1_L05_34HP	kazan5500_2015_05_26_1_L05_36HP	kazan5500_2015_05_26_1_L05_37HP	kazan5500_2015_05_26_1_L05_38HP	kazan5500_2015_05_26_1_L05_39HP	kazan5500_2015_05_26_1_L06_40HP	kazan5500_2015_05_26_1_L06_41HP	kazan5500_2015_05_26_1_L06_42HP	kazan5500_2015_05_26_1_L06_43HP	kazan5500_2015_05_26_1_L06_44HP	kazan5500_2015_05_26_1_L06_45HP	kazan5500_2015_05_26_1_L06_46HP	kazan5500_2015_06_20_1_L01_50HP	kazan5500_2015_06_20_1_L01_52HP	kazan5500_2015_06_20_1_L01_53HP	kazan5500_2015_06_20_1_L01_54HP	kazan5500_2015_06_20_1_L01_55HP	kazan5500_2015_06_20_1_L01_56HP	kazan5500_2015_06_20_1_L01_57HP	kazan5500_2015_06_20_1_L01_59HP	kazan5500_2015_06_20_1_L02_35HP	kazan5500_2015_06_20_1_L02_48HP	kazan5500_2015_06_20_1_L02_49HP	kazan5500_2015_06_20_1_L02_60HP	kazan5500_2015_06_20_1_L02_61HP	kazan5500_2015_06_20_1_L02_62HP	kazan5500_2015_06_20_1_L02_64HP	kazan5500_2015_06_20_1_L02_65HP	kazan5500_2015_09_22_1_L06_55HP	kazan5500_2015_11_27_1_L02_51HP	kazan5500_2015_11_27_1_L02_58HP	kazan5500_2015_11_27_1_L02_63HP	kazan5500_2015_11_27_1_L02_84HP	kazan5500_2015_11_27_1_L02_97HP	kazan5500_2015_11_27_1_L03_100HP	kazan5500_2015_11_27_1_L03_101HP	kazan5500_2015_11_27_1_L03_102HP	kazan5500_2015_11_27_1_L03_105HP	kazan5500_2015_11_27_1_L03_73HP	kazan5500_2015_11_27_1_L03_74HP	kazan5500_2015_11_27_1_L04_76HP	kazan5500_2015_11_27_1_L04_77HP	kazan5500_2015_11_27_1_L04_78HP	kazan5500_2015_11_27_1_L04_79HP	kazan5500_2015_11_27_1_L04_80HP	kazan5500_2015_11_27_1_L05_81HP	kazan5500_2015_11_27_1_L05_83HP	kazan5500_2015_11_27_1_L05_85HP	kazan5500_2015_11_27_1_L05_86HP	kazan5500_2015_11_27_1_L05_88HP	kazan5500_2015_11_27_1_L05_89HP	kazan5500_2015_11_27_1_L05_90HP	kazan5500_2015_11_27_1_L06_92HP	kazan5500_2015_11_27_1_L06_93HP	kazan5500_2015_11_27_1_L06_95HP	kazan5500_2015_11_27_1_L06_96HP	kazan5500_2015_11_27_1_L06_98HP	kazan5500_2015_12_11_L01_66HP	kazan5500_2015_12_11_L01_67HP	kazan5500_2015_12_11_L01_68HP	kazan5500_2015_12_11_L01_69HP	kazan5500_2015_12_11_L01_70HP	kazan5500_2015_12_11_L01_71HP	kazan5500_2015_12_11_L02_106HP	kazan5500_2015_12_11_L02_107HP	kazan5500_2015_12_11_L02_108HP	kazan5500_2015_12_11_L02_72HP	kazan5500_2015_12_11_L05_7HP	kazan5500_2016_01_26_1_L04_109HP	kazan5500_2016_04_22_1_L01_115HP	kazan5500_2016_04_22_1_L01_119HP	kazan5500_2016_04_22_1_L02_137HP	kazan5500_2016_04_22_1_L02_138HP	kazan5500_2016_04_22_1_L02_140HP	kazan5500_2016_04_22_1_L02_141HP	kazan5500_2016_04_22_1_L02_144HP	kazan5500_2016_04_22_1_L02_145HP	kazan5500_2016_04_22_1_L02_147HP	kazan5500_2016_04_22_1_L03_134HP	kazan5500_2016_04_22_1_L03_135HP	kazan5500_2016_04_22_1_L03_136HP	kazan5500_2016_04_22_1_L03_146HP	kazan5500_2016_04_22_1_L03_149HP	kazan5500_2016_04_22_1_L03_150HP	kazan5500_2016_04_22_1_L05_148HP	kazan5500_2016_05_31_HP_A_L01_130HP	kazan5500_2016_05_31_HP_A_L01_133HP	kazan5500_2016_05_31_HP_A_L01_142HP	kazan5500_2016_05_31_HP_A_L01_143HP	kazan5500_2016_05_31_HP_A_L01_152HP	kazan5500_2016_05_31_HP_A_L01_154HP	kazan5500_2016_05_31_HP_A_L01_165HP	kazan5500_2016_05_31_HP_A_L02_131HP	kazan5500_2016_05_31_HP_A_L02_151HP	kazan5500_2016_05_31_HP_A_L02_155HP	kazan5500_2016_05_31_HP_A_L02_157HP	kazan5500_2016_05_31_HP_A_L02_158HP	kazan5500_2016_05_31_HP_A_L02_159HP	kazan5500_2016_05_31_HP_A_L02_163HP	kazan5500_2016_05_31_HP_A_L03_160HP	kazan5500_2016_05_31_HP_A_L03_162HP	kazan5500_2016_05_31_HP_A_L03_164HP	kazan5500_2016_05_31_HP_A_L03_167HP	kazan5500_2016_05_31_HP_A_L03_168HP	kazan5500_2016_05_31_HP_A_L04_166HP	kazan5500_2016_12_14_1_L01_203HP	kazan5500_2016_12_14_1_L01_204HP	kazan5500_2016_12_14_1_L01_205HP	kazan5500_2016_12_14_1_L01_206HP	kazan5500_2016_12_14_1_L01_207HP	kazan5500_2016_12_14_1_L01_208HP	kazan5500_2016_12_14_1_L02_209HP	kazan5500_2016_12_14_1_L02_210HP	kazan5500_2016_12_14_1_L02_211HP	kazan5500_2016_12_14_1_L02_212HP	kazan5500_2016_12_14_1_L02_213HP	kazan5500_2016_12_14_1_L02_214HP	kazan5500_2016_12_14_1_L03_174HP	kazan5500_2016_12_14_1_L03_175HP	kazan5500_2016_12_14_1_L03_176HP	kazan5500_2016_12_14_1_L03_177HP	kazan5500_2016_12_14_1_L03_215HP	kazan5500_2016_12_14_1_L03_216HP	kazan5500_2016_12_14_1_L04_178HP	kazan5500_2016_12_14_1_L04_179HP	kazan5500_2016_12_14_1_L04_180HP	kazan5500_2016_12_14_1_L04_181HP	kazan5500_2016_12_14_1_L04_182HP	kazan5500_2016_12_14_1_L04_183HP	kazan5500_2016_12_14_1_L05_184HP	kazan5500_2016_12_14_1_L05_185HP	kazan5500_2016_12_14_1_L05_186HP	kazan5500_2016_12_14_1_L05_187HP	kazan5500_2016_12_14_1_L05_188HP	kazan5500_2016_12_14_1_L05_189HP	kazan5500_2016_12_14_1_L06_190HP	kazan5500_2016_12_14_1_L06_191HP
GO:0004333	1495.746	2308.009	1165.053	3595.763	945.773	3971.053	1801.132	2465.847	1222.512	664.169	2340.126	1161.065	3169.318	740.026	495.54	1088.495	1515.125	2143.425	2739.658	2552.243	1263.919	3543.208	2282.053	3708.698	1263.47	3913.229	5166.427	4053.865	1530.416	3213.73	2090.992	3525.472	768.39	827.413	1898.344	1602.753	1271.1	2092.852	3644.959	2886.321	864.88	536.057	1764.321	1036.508	698.184	608.308	1989.622	1404.323	884.679	358.27	827.993	202.056	713.96	287.23	683.521	1013.624	857.67	1494.651	754.609	495.538	641.592	329.523	713	1115.765	499.691	994.556	1852.963	939.571	1815.176	1969.615	352.644	861.941	1112.366	2795.861	3206.672	2757.954	1348.299	1371.133	1382.576	1300.218	307.604	1529.839	2654.458	1746.049	3770.878	1289.078	386.532	1284.445	1770.201	711.882	2070.379	2639.301	707.609	3437.649	640.113	799.745	287.478	788.525	339.553	282.111	1744.424	922.383	2114.048	607.385	1336.32	559.563	299.914	380.015	602.798	483.589	752.581	1366.546	1430.069	265.502	3182.834	269.106	121.779	1495.746	2308.009	1165.053	3595.763	945.773	3971.053	1801.132	2465.847	1222.512	664.169	2340.126	1161.065	3169.318	740.026	495.54	1088.495	1515.125	2143.425	2739.658	2552.243	1263.919	3543.208	2282.053	3708.698	1263.47	3913.229	5166.427	4053.865	1530.416	3213.73	2090.992	3525.472	768.39	827.413	1898.344	1602.753	1271.1	2092.852	3644.959	2886.321	864.88	536.057	1764.321	1036.508	698.184	608.308	1989.622	1404.323	884.679	358.27
GO:0004335	1534.021	2615.109	1046.497	3929.777	1088.908	3386.162	2534.752	1799.991	1497.081	2081.478	1760.536	846.476	2763.873	881.156	748.429	1762.222	2053.133	1873.515	3042.149	2274.622	1981.982	3628.155	2726.082	4585.081	1127.114	3785.122	4528.391	3574.203	3184.045	2467.173	2211.879	4951.322	1131.62	1415.706	4095.872	1903.072	1087.036	2019.509	3119.229	3275.788	769.069	583.558	1447.689	850.294	749.759	595.159	1550.078	1133.72	1260.989	468.207	813.484	269.395	935.076	754.343	446.72	561.515	844.093	2022.693	966.13	714.614	535.298	1178.594	579.745	964.988	735.107	798.905	3753.768	1095.255	1513.853	2029.365	411.733	926.995	1268.98	2603.96	2569.194	2986.929	1598.042	1918.916	2162.616	1635.18	107.908	1609.322	2098.322	2550.113	4390.014	1105.805	334.782	540.373	1909.271	540.515	3260.402	2343.614	845.967	5123.833	781.951	615.645	253.239	1328.37	494.042	462.597	1766.47	437.231	2111.683	473.549	863.881	483.747	471.464	643.569	520.217	687.22	829.708	2217.858	1839.002	284.078	2602.647	523.347	1414.974	1534.021	2615.109	1046.497	3929.777	1088.908	3386.162	2534.752	1799.991	1497.081	2081.478	1760.536	846.476	2763.873	881.156	748.429	1762.222	2053.133	1873.515	3042.149	2274.622	1981.982	3628.155	2726.082	4585.081	1127.114	3785.122	4528.391	3574.203	3184.045	2467.173	2211.879	4951.322	1131.62	1415.706	4095.872	1903.072	1087.036	2019.509	3119.229	3275.788	769.069	583.558	1447.689	850.294	749.759	595.159	1550.078	1133.72	1260.989	468.207
GO:0004337	173.87	22.638	227.733	49.036	42.885	44.294	39.227	672.179	61.39	650.661	31.917	49.513	158.527	158.19	38.652	176.243	219.973	60.407	58.399	117.094	117.801	176.406	190.143	583.046	47.67	93.284	145.321	111.185	70.938	188.955	149.117	138.218	173.904	285.202	541.186	198.251	143.984	206.607	119.134	278.246	240.027	15.355	57.34	26.313	51.995	65.277	38.104	193.172	169.107	67.962	63.694	11.801	127.843	22.477	3.563	5.836	78.393	290.962	70.144	167.168	46.56	43.684	89.34	43.868	16.433	35.63	180.653	14.943	73.937	178.174	159.082	17.78	85.63	54.854	325.738	78.375	69.726	45.413	80.676	215.189	51.667	55.297	79.669	472.109	1484.622	75.337	19.728	16.63	41.572	46.196	104.371	61.342	60.778	535.031	120.14	82.053	117.915	499.423	79.39	31.763	752.777	99.712	140.477	53.12	61.985	88.561	94.593	57.17	24.595	6.999	116.286	347.848	538.447	34.779	1847.198	15.327	17.891	173.87	22.638	227.733	49.036	42.885	44.294	39.227	672.179	61.39	650.661	31.917	49.513	158.527	158.19	38.652	176.243	219.973	60.407	58.399	117.094	117.801	176.406	190.143	583.046	47.67	93.284	145.321	111.185	70.938	188.955	149.117	138.218	173.904	285.202	541.186	198.251	143.984	206.607	119.134	278.246	240.027	15.355	57.34	26.313	51.995	65.277	38.104	193.172	169.107	67.962
GO:0004340	605.557	449.374	755.706	1630.84	1075.621	120.431	1715.519	1611.672	553.296	1188.419	405.326	283.977	1707.395	713.873	504.933	894.211	1897.984	403.952	535.449	803.647	1004.079	880.401	1351.479	3867.412	1130.641	381.796	285.137	299.762	1635.52	632.14	979.478	4279.793	872.421	1455.072	4587.369	2043.307	1450.391	2467.049	679.226	1284.575	858.354	347.248	185	147.055	325.552	278.802	186.673	1154.344	1376.082	388.749	794.298	151.547	890.692	598.367	91.445	39.869	384.112	1851.19	590.461	483.103	463.792	355.432	316.39	179.441	372.594	154.553	675.074	438.606	552.579	2242.37	457.369	160.011	437.787	498.416	1837.941	655.648	654.922	836.999	586.26	1520.706	222.416	288.078	371.077	1739.089	4936.299	258.823	195.484	124.409	973.466	245.301	2090.935	914.044	1030.44	4448.157	326.675	504.103	257.636	1253.66	368.729	141.061	1243.177	273.428	623.96	292.77	405.827	332.567	346.526	384.679	272.712	219.333	357.222	1942.681	1989.839	1605.159	6497.864	363.239	1000.726	605.557	449.374	755.706	1630.84	1075.621	120.431	1715.519	1611.672	553.296	1188.419	405.326	283.977	1707.395	713.873	504.933	894.211	1897.984	403.952	535.449	803.647	1004.079	880.401	1351.479	3867.412	1130.641	381.796	285.137	299.762	1635.52	632.14	979.478	4279.793	872.421	1455.072	4587.369	2043.307	1450.391	2467.049	679.226	1284.575	858.354	347.248	185	147.055	325.552	278.802	186.673	1154.344	1376.082	388.749
GO:0004342	2388.274	3336.481	814.504	5925.058	898.352	5451.084	3183.492	1462.455	1179.583	1306.291	1585.454	792.424	4623.361	645.704	573.156	2160.262	2355.129	1783.586	4159.451	3892.803	2214.464	4696.454	2456.78	4969.347	1363.156	6851.207	6283.986	5311.928	2558.107	4180.247	2654.512	6333.79	938.703	1245.819	8509.691	3184.735	2685.88	2750.192	2342.123	3563.406	1691.671	408.394	2051.421	1639.321	817.468	757.483	1812.94	1661.333	1520.856	670.536	1021.143	273.542	1241.558	1397.646	378.113	527.938	866.077	2099.467	997.186	692.144	520.308	1036.672	587.59	1429.35	583.71	818.57	2419.62	1289.394	1338.14	3001.782	332.958	772.675	1571.672	3117.444	2863.815	3409.811	1914.36	3033.015	1750.839	1580.34	333.489	1705.711	3387.656	2419.202	4170.726	1423.278	372.896	523.8	2788.196	900.775	3753.087	2518.319	871.4	5243.433	644.181	659.92	450.558	1216.203	305.337	291.892	1318.376	857.56	3240.367	694.452	1631.637	514.985	819.705	633.468	653.364	337.497	551.319	2472.906	1699.915	142.876	3451.476	886.829	2376.153	2388.274	3336.481	814.504	5925.058	898.352	5451.084	3183.492	1462.455	1179.583	1306.291	1585.454	792.424	4623.361	645.704	573.156	2160.262	2355.129	1783.586	4159.451	3892.803	2214.464	4696.454	2456.78	4969.347	1363.156	6851.207	6283.986	5311.928	2558.107	4180.247	2654.512	6333.79	938.703	1245.819	8509.691	3184.735	2685.88	2750.192	2342.123	3563.406	1691.671	408.394	2051.421	1639.321	817.468	757.483	1812.94	1661.333	1520.856	670.536
GO:0004345	238.039	1474.8	156.038	2195.679	161.709	328.242	966.872	140.435	117.663	171.328	210.947	183.779	2071.778	186.081	135.659	116.86	348.201	811.901	2114.658	1804.427	272.253	1056.453	457.474	497.982	401.65	2972.553	971.297	396.666	765.782	1684.315	1085.35	1857.853	144.364	94.347	538.302	712.284	530.38	393.831	602.73	122.626	343.971	55.164	1236.926	670.512	184.335	211.202	63.339	607.635	252.648	87.332	324.757	97.474	142.128	131.325	10.436	3.446	260.569	50.895	305.502	68.871	316.22	54.281	243.712	46.105	77.55	578.15	458.393	523.339	1012.388	1196.013	82.294	349.579	232.912	1537.977	1688.712	288.589	621.62	816.363	329.105	203.96	139.279	165.83	472.157	638.394	660.092	737.548	219.202	28.392	1104.787	37.757	878.876	337.163	258.505	146.923	131.499	243.882	150.914	316.024	50.735	44.219	158.679	517.358	1329.722	99.376	682.552	250.392	41.698	163.077	348.578	10.989	16.671	6.221	461.908	18.644	843.596	102.502	55.961	238.039	1474.8	156.038	2195.679	161.709	328.242	966.872	140.435	117.663	171.328	210.947	183.779	2071.778	186.081	135.659	116.86	348.201	811.901	2114.658	1804.427	272.253	1056.453	457.474	497.982	401.65	2972.553	971.297	396.666	765.782	1684.315	1085.35	1857.853	144.364	94.347	538.302	712.284	530.38	393.831	602.73	122.626	343.971	55.164	1236.926	670.512	184.335	211.202	63.339	607.635	252.648	87.332
GO:0004347	2239.932	3977.023	1205.347	4760.868	2188.143	3572.663	3025.318	2818.145	1804.389	2312.13	2123.036	1514.449	4485.17	1342.012	907.267	2446.469	3233.989	1990.126	2878.778	2605.296	2521.725	4475.905	4103.587	6707.265	2068.23	3910.598	5202.84	3970.42	3973.299	3673.067	4546.94	6134.913	1218.393	1634.323	4686.523	2759.72	2164.899	4319.319	3206.346	3945.017	700.952	797.022	1604.961	1060.675	997.222	760.374	2002.88	1228.163	1642.234	689.86	1349.875	301.576	1169.496	856.313	588.106	800.528	1290.016	2698	1016.381	998.845	706.759	776.703	689.059	1197.407	866.153	746.906	3806.572	997.689	1456.89	2470.57	525.331	939.84	1335.045	4449.71	4112.86	3236.753	1457.311	1742.654	2107.086	1837.238	106.408	1584.285	2481.872	3142.914	5579.958	1450.693	391.904	1075.469	2343.862	847.904	4876.783	4150.917	1773.97	6080.795	955.034	1079.842	242.629	1985.707	716.06	315.206	3092.077	273.897	3141.925	840.557	910.609	574.143	578.629	931.222	807.334	760.475	955.232	2357.436	2028.695	1996.108	2431.032	606.748	1244.273	2239.932	3977.023	1205.347	4760.868	2188.143	3572.663	3025.318	2818.145	1804.389	2312.13	2123.036	1514.449	4485.17	1342.012	907.267	2446.469	3233.989	1990.126	2878.778	2605.296	2521.725	4475.905	4103.587	6707.265	2068.23	3910.598	5202.84	3970.42	3973.299	3673.067	4546.94	6134.913	1218.393	1634.323	4686.523	2759.72	2164.899	4319.319	3206.346	3945.017	700.952	797.022	1604.961	1060.675	997.222	760.374	2002.88	1228.163	1642.234	689.86
GO:0004348	1251.941	5936.88	376.317	3889.037	831.368	5345.48	3353.302	466.239	949.643	574.768	670.35	1109.029	7594.67	475.077	429.149	260.036	560.15	3461.037	2281.514	3412.517	678.462	2859.178	1363.233	1350.481	2544.337	3231.141	8726.705	6798.332	2618.8	2781.232	4381.422	4525.163	525.651	302.448	270.606	885.511	520.625	1837.013	1726.046	1541.757	65.718	361.189	833.098	619.017	515.201	588.993	2963.544	772.505	534.914	264.642	630.347	153.545	829.097	283.005	373.271	425.762	640.654	277.09	876.781	309.489	1140.074	161.299	674.729	673.781	621.254	1491.304	2163.509	869.623	3221.714	2157.407	107.87	978.507	618.992	4145.841	3166.166	717.277	2184.866	2744.94	838.337	254.305	15.393	456.666	2244.187	858.326	1238.277	479.218	187.052	468.321	2493.041	502.057	2064.059	1636.198	443.634	397.532	483.131	712.671	38.807	821.087	57.446	29.401	178.791	42.497	4747.664	241.268	2216.09	611.274	202.242	408.542	1513.025	184.007	169.389	37.982	810.301	158.311	657.17	271.713	133.508	1251.941	5936.88	376.317	3889.037	831.368	5345.48	3353.302	466.239	949.643	574.768	670.35	1109.029	7594.67	475.077	429.149	260.036	560.15	3461.037	2281.514	3412.517	678.462	2859.178	1363.233	1350.481	2544.337	3231.141	8726.705	6798.332	2618.8	2781.232	4381.422	4525.163	525.651	302.448	270.606	885.511	520.625	1837.013	1726.046	1541.757	65.718	361.189	833.098	619.017	515.201	588.993	2963.544	772.505	534.914	264.642
GO:0004349	831.801	1605.713	730.925	3664.86	1458.323	982.266	2217.256	1249.501	742.3	1407.896	608.122	776.317	2492.739	854.851	496.545	708.95	1827.894	1816.321	1446.526	1781.755	1155.834	1737.163	1936.364	3990.619	1294.384	1530.079	4847.322	4164.748	1882.115	1735.414	1613.421	4492.614	717.168	1194.926	3554.109	1946.896	1375.613	1957.638	1746.434	1221.788	853.031	506.539	879.913	476.287	612.43	413.885	369.608	868.746	1104.395	325.262	814.24	255.633	659.874	474.259	73.632	123.76	784.623	1157.3	685.864	498.227	690.485	386.235	490.598	285.652	625.754	738.371	1708.605	789.839	1388.723	1991.843	341.297	622.821	1051.389	2500.367	3135.259	974.317	1339.283	1591.612	976.312	947.185	69.771	458.296	826.096	1460.078	3018.06	1204.258	273.889	226.618	1871.897	321.645	2571.411	2329.381	1036.398	4439.724	651.119	644.887	155.374	1331.532	376.051	160.348	2224.279	478.388	1913.275	442.435	818.452	410.342	293.501	528.6	437.704	245.828	287.428	1324.886	1271.265	1657.83	2189.085	419.565	1022.755	831.801	1605.713	730.925	3664.86	1458.323	982.266	2217.256	1249.501	742.3	1407.896	608.122	776.317	2492.739	854.851	496.545	708.95	1827.894	1816.321	1446.526	1781.755	1155.834	1737.163	1936.364	3990.619	1294.384	1530.079	4847.322	4164.748	1882.115	1735.414	1613.421	4492.614	717.168	1194.926	3554.109	1946.896	1375.613	1957.638	1746.434	1221.788	853.031	506.539	879.913	476.287	612.43	413.885	369.608	868.746	1104.395	325.262
GO:0004350	1322.739	1804.581	563.076	3595.075	1412.126	2921.679	2224.665	1678.643	899.854	1178.781	1533.707	713.056	2662.72	822.39	550.689	1452.008	1959.647	1894.506	2064.015	1817.062	1304.375	3330.713	2061.379	3692.806	1256.702	3384.189	3852.731	2863.448	1617.581	2719.694	1859.102	4460.059	806.181	1055.115	3040.817	2004.018	1513.764	1521.393	2778	2203.539	738.965	409.923	1556.053	791.748	581.887	391.584	1347.917	933.219	1046.834	281.362	893.023	239.421	624.973	472.389	345.107	548.276	767.33	1337.011	598.589	633.306	625.044	587.274	422.227	724.734	530.513	704.217	1320.519	759.313	1355.993	1978.609	337.587	702.623	939.762	2402.743	2899.248	2512.626	1320.03	1566.648	1456.458	1064.421	96.04	1199.331	1695.281	1395.415	3140.922	1013.591	215.392	353.704	1910.58	546.56	2662.547	2620.764	1294.998	3514.884	483.24	767.199	193.745	1280.921	378.12	247.695	2057.858	522.678	1970.256	529.671	764.945	376.551	231.878	568.01	461.187	553.989	528.958	1158.51	1093.37	1452.816	2263.275	364.75	972.723	1322.739	1804.581	563.076	3595.075	1412.126	2921.679	2224.665	1678.643	899.854	1178.781	1533.707	713.056	2662.72	822.39	550.689	1452.008	1959.647	1894.506	2064.015	1817.062	1304.375	3330.713	2061.379	3692.806	1256.702	3384.189	3852.731	2863.448	1617.581	2719.694	1859.102	4460.059	806.181	1055.115	3040.817	2004.018	1513.764	1521.393	2778	2203.539	738.965	409.923	1556.053	791.748	581.887	391.584	1347.917	933.219	1046.834	281.362
GO:0004355	665.382	206.448	1297.023	704.563	320.782	113.262	1357.94	2283.468	661.06	1701.862	408.412	287.617	581.01	678.532	256.276	512.912	1209.807	469.953	49.463	314.913	1516.705	1157.968	2305.413	5665.73	741.546	192.591	1184.092	671.985	1682.039	588.046	1144.01	2694.001	1162.258	1797.762	4516.364	1372.623	780.137	2101.959	776.929	1787.982	662.807	165.956	137.227	55.626	424.993	298.534	207.247	764.602	1022.941	649.302	1037.46	199.53	835.325	657.923	95.777	59.63	491.294	1814.455	525.301	533.83	362.715	310.873	208.25	286.564	360.589	186.827	685.681	193.193	300.151	1016.374	457.024	160.077	379.072	1035.951	872.75	655.489	635.799	625.679	855.329	1535.347	103.313	399.403	179.49	2166.09	5783.393	253.61	141.457	106.797	732.767	185.926	2594.664	1308.628	175.807	4664.021	410.639	245.316	118.572	1485.445	382.731	200.125	2016.486	108.936	510.271	369.662	144.636	240.249	511.7	186.552	59.611	156.551	450.636	2286.122	1612.097	163.671	3322.004	359.601	972.687	665.382	206.448	1297.023	704.563	320.782	113.262	1357.94	2283.468	661.06	1701.862	408.412	287.617	581.01	678.532	256.276	512.912	1209.807	469.953	49.463	314.913	1516.705	1157.968	2305.413	5665.73	741.546	192.591	1184.092	671.985	1682.039	588.046	1144.01	2694.001	1162.258	1797.762	4516.364	1372.623	780.137	2101.959	776.929	1787.982	662.807	165.956	137.227	55.626	424.993	298.534	207.247	764.602	1022.941	649.302
GO:0004356	1330.144	2490.523	1583.08	4599.637	1678.572	676.854	3632.367	1998.608	1207.959	2583.215	430.061	724.828	2360.977	2101.302	1383.919	1211.195	2326.973	1908.686	3616.146	3704.184	2012.216	2424.046	3308.225	6018.03	2048.427	6828.598	1515.522	806.503	3396.511	3549.241	3554.192	5085.4	1153.947	1823.463	4096.591	2107.511	1528.744	4893.271	1242.299	2470.662	1297.564	539.637	2101.275	1225.032	947.103	686.759	455.394	1496.717	1385.326	443.164	828.478	253.596	864.624	641.1	181.754	191.269	1134.98	2629.625	909.033	943.325	849.417	659.855	785.238	319.844	692.253	830.958	2236.22	1077.987	1500.535	1724.552	566.96	718.87	1729.735	2735.48	3737.457	1332.399	1642.831	2064.623	1904.055	1598.648	294.183	592.741	1023.074	2702.452	4178.471	1332.389	516.294	437.456	2669.24	529.034	4209.177	3365.459	2042.452	7221.566	867.227	958.791	452.748	2334.329	848.906	345.377	3393.176	728.996	3388.736	938.582	975.102	545.893	378.141	1249.968	595.609	468.304	452.038	2858.034	1859.537	1868.665	4428.717	516.069	1153.909	1330.144	2490.523	1583.08	4599.637	1678.572	676.854	3632.367	1998.608	1207.959	2583.215	430.061	724.828	2360.977	2101.302	1383.919	1211.195	2326.973	1908.686	3616.146	3704.184	2012.216	2424.046	3308.225	6018.03	2048.427	6828.598	1515.522	806.503	3396.511	3549.241	3554.192	5085.4	1153.947	1823.463	4096.591	2107.511	1528.744	4893.271	1242.299	2470.662	1297.564	539.637	2101.275	1225.032	947.103	686.759	455.394	1496.717	1385.326	443.164
GO:0004357	30.304	13.639	92.683	509.354	7.527	21.929	506.343	38.935	17.612	49.556	0.663	22.228	21.657	32.119	34.061	133.945	237.633	71.645	116.807	402.219	13.778	0.451	1.806	18.062	11.017	9.512	12.78	1.354	147.573	182.257	33.634	31.457	105.745	37.95	1141.771	133.321	270.68	52.529	144.786	143.885	1281.971	7.27	1.598	20.889	35.885	5.342	11.045	613.407	65.834	43.688	56.157	4.779	23.671	57.725	8.333	1.344	40.602	140.398	36.44	27.36	18.571	84.064	680.391	6.679	45.067	29.495	199.13	11.54	23.209	33.806	95	2.281	26.774	6.375	438.539	72.681	6.971	9.923	38.576	359.225	202.278	8.802	218.65	52.575	17.66	58.562	151.39	22.672	30.814	6.681	162.285	317.378	82.088	245.602	8.079	36.1	368.202	43.958	106.769	42.82	117.384	436.679	19.797	61.508	359.478	6.582	33.591	106.844	2.557	15.297	16.431	37.006	80.694	7.159	1238.464	8.421	8.856	30.304	13.639	92.683	509.354	7.527	21.929	506.343	38.935	17.612	49.556	0.663	22.228	21.657	32.119	34.061	133.945	237.633	71.645	116.807	402.219	13.778	0.451	1.806	18.062	11.017	9.512	12.78	1.354	147.573	182.257	33.634	31.457	105.745	37.95	1141.771	133.321	270.68	52.529	144.786	143.885	1281.971	7.27	1.598	20.889	35.885	5.342	11.045	613.407	65.834	43.688
