Variable	Feature	Value	Coefficient	N	N not 0	P-value	Q-value
Gender	Alistipes_indistinctus	GenderM	0.0159828000994876	80	28	0.164999886310771	0.585453956568697
Gender	Eubacterium_rectale	GenderM	0.0779782451511661	80	76	0.165128039032197	0.585453956568697
Gender	Lactobacillus_salivarius	GenderM	0.0378377008144095	80	11	0.175395381888116	0.594963727624875
Gender	Bacteroides_dorei	GenderM	-0.0960762304818383	80	67	0.205125139764378	0.643668542019254
Gender	Anaerostipes_unclassified	GenderM	-0.0261480206400748	80	4	0.217509818896077	0.659779783984767
Gender	Bacteroides_clarus	GenderM	0.0321267877244216	80	12	0.244607506060839	0.702924727943253
Gender	Ruminococcus_bromii	GenderM	0.0910079874511279	80	56	0.249693817348713	0.704142514801736
Gender	Megasphaera_unclassified	GenderM	0.0309113300581888	80	8	0.250294959677796	0.704142514801736
Gender	Ruminococcus_obeum	GenderM	0.0823475766850121	80	75	0.269536901158279	0.734342853543746
Gender	Clostridium_sp_KLE_1755	GenderM	-0.0129767602108678	80	1	0.271679956805562	0.734342853543746
Gender	Bacteroides_cellulosilyticus	GenderM	-0.0383608552030171	80	38	0.287394326130634	0.761734476054982
Gender	Odoribacter_splanchnicus	GenderM	-0.0961003738141575	80	39	0.30359029850085	0.781026275044483
Gender	Catenibacterium_mitsuokai	GenderM	0.0838477422497374	80	21	0.310370833039684	0.78454849462809
Gender	Clostridium_perfringens	GenderM	0.0119493402719248	80	3	0.320058913942532	0.787171923480281
Gender	Klebsiella_oxytoca	GenderM	0.015259949599123	80	13	0.324988971646556	0.79216061838848
Gender	Clostridium_bartlettii	GenderM	-0.0415464754540008	80	42	0.333735202772116	0.805105427360066
Gender	Bacteroides_intestinalis	GenderM	-0.0336674839440337	80	14	0.338341880954198	0.805105427360066
Gender	Bacteroides_xylanisolvens	GenderM	-0.0308699755772011	80	47	0.346733178517865	0.809044083208351
Gender	Alistipes_onderdonkii	GenderM	-0.0351170168706962	80	46	0.356351438626298	0.824440192754063
Gender	C2likevirus_unclassified	GenderM	0.02102759875272	80	42	0.36204096239692	0.830564560792935
Gender	Lactobacillus_ruminis	GenderM	-0.0425473301861228	80	9	0.393759840197136	0.859971490990546
Gender	Flavonifractor_plautii	GenderM	-0.0205670338682926	80	30	0.416349241806025	0.900379131840862
Gender	Coprobacillus_sp_29_1	GenderM	0.0194579864793669	80	4	0.418857691369192	0.900379131840862
Gender	Lachnospiraceae_bacterium_1_1_57FAA	GenderM	0.0390304035171067	80	16	0.447068963174702	0.937915300493993
Gender	Coprococcus_eutactus	GenderM	0.0135867766585136	80	12	0.472704906801749	0.977639693612708
Gender	Clostridium_citroniae	GenderM	0.0101903540295233	80	26	0.552188053944298	1
Gender	Veillonella_unclassified	GenderM	0.0099504327151981	80	55	0.558154420881806	1
Gender	Roseburia_intestinalis	GenderM	-0.0372931832904936	80	58	0.591498138954135	1
Gender	Anaerostipes_hadrus	GenderM	0.0144463102995094	80	51	0.647561320423506	1
Gender	Parabacteroides_unclassified	GenderM	0.0161435480013822	80	32	0.683695630459004	1
Gender	Bacteroides_pectinophilus	GenderM	0.00331140884559559	80	8	0.720039784287661	1
Gender	Streptococcus_parasanguinis	GenderM	0.0126728170353142	80	59	0.809990793008034	1
Gender	Bacteroides_massiliensis	GenderM	0.00886572660003216	80	27	0.814785099384401	1
Gender	Bacteroides_uniformis	GenderM	0.0124302664758133	80	78	0.839735497104496	1
Gender	Butyrivibrio_crossotus	GenderM	-0.00605828661821666	80	32	0.853404146170889	1
Gender	Lactococcus_phage_936_sensu_lato	GenderM	0.00795741198743412	80	5	0.870412501201035	1
Gender	Bacteroides_stercoris	GenderM	-0.0131285612274467	80	37	0.876595894199967	1
Gender	Parabacteroides_distasonis	GenderM	0.00874980671440421	80	58	0.882524336792161	1
Gender	Akkermansia_muciniphila	GenderM	0.00430552802891949	80	27	0.912430620815942	1
